Date		Location	Operator	Fatalities	On-board
22-Jun-1992	Norlisk	Russia	Krasnoyarsk Airlines	10	12
22-Jun-1992	Cruzeiro do Sul	Brazil	VASP	3	3
28-Jun-1992	St. Thomas	Virgin Islands	Caribbean Air Carrier - Air Taxi	4	4
5-Jul-1992	Near Iyakochchi	Sri Lanka	Military - Sri Lanka Air Force	19	19
13-Jul-1992	Bethel	Alaska	Arctic Circle Air Service	1	1
14-Jul-1992	Near Nakhichevan	Azerbaijan	Military - Russian Air Force	29	34
14-Jul-1992	Near Bir Fadl	Yemen	Military - Unified Yemen Air Force	57	57
20-Jul-1992	Tbilisi	Georgia	Georgian Air	24	24
24-Jul-1992	Mt. Lalaboy	Indonesia	Mandala Airlines	70	70
24-Jul-1992	Near Skopje	Macedonia	Volga-Dnepr Airlines	8	8
27-Jul-1992	Near Mexico City	Mexico	Aero Eslava	4	4
28-Jul-1992	Iguape	Brazil	Crasa - Air Taxi	6	6
29-Jul-1992	Adjuntas	Puerto Rico	Air Taxi - Western Helicopter Inc.	4	4
30-Jul-1992	"JFK Airport , New York"	New York	Trans World Airlines	0	292
31-Jul-1992	"Nanjing , Jiangsu"	China	China General Aviation Corporation	108	126
31-Jul-1992	Near Kathmandu	Nepal	Thai Airways	113	113
21-Aug-1992	Colorado	Bolivia	Servicios Aereos Santa Ana	10	10
25-Aug-1992	Hot Springs	Arizona	Lone Star Airlines	3	3
27-Aug-1992	Near Iquitos	Peru	Military - Peruvian Air Force - TANS	8	41
27-Aug-1992	Near Ivanovo	Russia	Aeroflot	84	84
27-Aug-1992	"Gimli , Manitoba"	Canada	NewCal Aviation	3	3
27-Aug-1992		El Salvador	Military - Salvadorian Air Force	12	14
31-Aug-1992	Jamba	Angola	Professional Aviation Services	3	17
7-Sep-1992	Hinckley	Illinois	EXA Inc.	12	12
10-Sep-1992	Bellavista	Peru	Expresso A�reo	1	43
12-Sep-1992	Kozyrevsk	Russia	Kamchatka Airlines	9	16
16-Sep-1992	Hana	Hawaii	Air Taxi - Hawaii Helicopters Inc.	7	7
18-Sep-1992	Off Curacao	Netherlands Antilles	Aero Ejecutivos	3	3
19-Sep-1992	Bogota	Colombia	Avesca Colombia	11	11
21-Sep-1992	Near Kular	Russia	Yakutavia	10	10
26-Sep-1992	Near Lagos	Nigeria	Military - Federal Nigerian Air Force	158	158
28-Sep-1992	Near  Kathmandu	Nepal	Pakistan International Airlines	167	167
4-Oct-1992	Amsterdam	Netherlands	El Al	4	4
7-Oct-1992	Berkeley Springs	West Virginia	Miltiary - U.S. Airforce	6	6
8-Oct-1992	Near Dingxi	China	Wuhan Airlines	14	35
9-Oct-1992	Mogadiscio	Somalia	Kiev Production Association	1	13
18-Oct-1992	"Near Garut , Jawa"	Indonesia	Merpati Nusantara Airlines	31	31
19-Oct-1992	Near Usti Nem	Russia	Syktyvkar Avia	15	16
21-Oct-1992	Near Lake Caballochoa	Peru	Military - Peruvian Air Force	8	11
29-Oct-1992	Chita	Russia	Aeroflot	13	14
31-Oct-1992	Grand Junction	Colorado	Air Taxi - Alpine Aviation	3	3
8-Nov-1992	Kiana	Alaska	Air Taxi - Baker Aviation Inc.	3	3
11-Nov-1992	Near Tver	Russia	Military - Russian Air Force	33	33
11-Nov-1992	Off Bombay	India	Military - Indian Air Force	20	20
14-Nov-1992	Near Nha Trang	Vietnam	Vietnam Airlines	30	31
15-Nov-1992	Near Porto Plata	Dominican Republic	Aerocaribbean - Charter	34	34
19-Nov-1992	Elk City	Idaho	Air Taxi - Wilderness Aviation Inc.	3	3
24-Nov-1992	"Near Liutang , Guangxi"	China	China Southern Airlines	141	141
30-Nov-1992	Near Harlem	Montana	Military - U.S. Air Force / Military - U.S. Air Force	13	13
9-Dec-1992	Uruapan	Mexico	Aero Sudpacifico	9	9
13-Dec-1992	Goma	Congo	Scibe Airlift Cargo Zaire	37	37
14-Dec-1992	Lata	Georgia	Military - Russian Air Force	61	61
21-Dec-1992	"Faro , Algarve"	Portugal	Martinair Holland NV	56	340
22-Dec-1992	Tripoli	Libya	Libya Arab Airlines / Military -  Libya Air Force	157	157
3-Jan-1993	Ogden	Utah	Air Taxi - South Coast Helicopters Inc.	4	4
6-Jan-1993	Paris	France	Lufthansa Cityline	4	23
9-Jan-1993	Surabaya	Indonesia	Bouraq Indonesia Airlines	17	44
13-Jan-1993	Sellafield	England	Titan Airways	2	2
14-Jan-1993	"Near Bronson Creek , British Colombia"	Canada	Central Mountain Air Services	2	2
27-Jan-1993	Kinshasa	Democratic Republic Congo	Trans Service Airlift	3	21
31-Jan-1993	Sumatra	Indonesia	Pan Malaysian Air Transport	16	16
8-Feb-1993	Near Tehran	Iran	Iran Air Tours  /  Military - Iranian Air Force	133	133
10-Feb-1993	Near Daraim	Afghanistan	Military - Afghan Republican Air Force	30	30
20-Feb-1993	Bogota	Colombia	Cargo Three Panama	2	2
28-Feb-1993	Off Green Island	Taiwan	Formosa Airlines	6	6
5-Mar-1993	Skopje	Macedonia	Palair Macedonian	83	97
14-Mar-1993	Grants	New Mexico	Air Taxi - Guinn Flying Service	4	4
19-Mar-1993	Dagali	Norway	West Aviation	3	10
23-Mar-1993	Near Tangara de Serra	Brazil	Oeste Linhas Aereas	6	6
31-Mar-1993	Anchorage	Alaska	Japan Air Lines	0	5
1-Apr-1993	Blountville	Tennesee	Private	4	4
1-Apr-1993	Aspen	Colorado	Air Taxi - Sea Pacific Inc.	3	4
2-Apr-1993	Off Margarita Island	Venezuela	Linea Aeropostal Venezolana	11	11
6-Apr-1993	950 nm S of  Shemya	Alaska	China Eastern Airlines	2	264
19-Apr-1993	Zwingle	Iowa	Private	8	8
23-Apr-1993	Zavnah	Mongolia	MIAT - Mongolian Airlines	40	40
26-Apr-1993	Aurangabad	India	Indian Airlines	56	118
27-Apr-1993	Off  Libreville	Gambia	Military - Zambian Air Force	30	30
27-Apr-1993	Near Kholm	Afghanistan	Military - Afghan Republican Air Force	76	76
28-Apr-1993	Shelton	Nebraska	GP Express Airlines	2	2
11-May-1993	Suva	Fiji	Fiji Air	2	2
15-May-1993	Near Cancun	Mexico	Carga del Caribe	3	5
19-May-1993	Near Medellin	Colombia	SAM Colombia	132	132
6-Jun-1993	El Yopal	Colombia	Aerotaca	2	2
7-Jun-1993	Near Ariab	Sudan	Sasco Air Lines	11	11
9-Jun-1993	Gulgubip	Papua New Guinea	Southwest Air	9	11
16-Jun-1993	Nabire	Indonesia	Merpati Nasantara Airlines	1	3
17-Jun-1993	Near Tbilisi	Georgia	Tajikistan Airlines	41	41
1-Jul-1993	"Sorong , Irian Jaya"	Indonesia	Merpati Nusantara Airlines	41	43
6-Jul-1993	Near Ochamchire	Georgia	Military - Georgian Air Force	23	23
12-Jul-1993	Las Vegas	Nevada	Hyannis Air Service - Air Taxi	3	3
12-Jul-1993	Talladega	Alabama	Private	1	2
23-Jul-1993	Yinchuan	China	China Northwest Airlines	55	113
26-Jul-1993	Haenam	South Korea	Asiana Airlines	68	110
30-Jul-1993	Serawak	Malaysia	Hornbill Airways	1	17
31-Jul-1993	Devghat	Nepal	Everest Air	19	19
7-Aug-1993	Augusta	Georgia	Air Taxi - Air Medical Leasing	4	4
18-Aug-1993	"Leeward Point Airfield , Guantanamo Bay"	Cuba	American International Airways	0	3
26-Aug-1993	Near Aldan	Russia	Sakha Airlines	24	24
28-Aug-1993	Khorag	Tajikistan	Tajikistan Airlines	82	86
14-Sep-1993	Warsaw	Poland	Lufthansa	2	70
21-Sep-1993	Sukhumi	Georgia	Transair Georgia Airlines	27	27
22-Sep-1993	Sukhumi	Georgia	Transair Georgia Airlines	108	132
23-Sep-1993	Sukhumi	Georgia	Transair Georgia Airlines	1	30
4-Oct-1993	Near Svanetia	Georgia	Military - Georgian Air Force	60	60
25-Oct-1993	Franz Josef Glacier	New Zealand	Hibiscus Air	9	9
26-Oct-1993	Fuzhou	China	China Eastern Airlines	2	80
27-Oct-1993	Near Namsos	Norway	Wideroe's Flyveselksap	7	20
6-Nov-1993	Greensburg	Indiana	Roadrunner Airlines	5	5
10-Nov-1993	Sandy Lake	Canada	Air Manitoba	7	7
13-Nov-1993	Urumqi	China	China Northern Airlines	12	102
15-Nov-1993	Near Kerman	Iran	Magistralnye Avialinii	17	17
20-Nov-1993	Near Ohrid	Macedonia	Aviaimpex (Macedonia)m	116	116
21-Nov-1993	Near Palencia	Guatemala	Aerovias de Guatemala SA	13	13
1-Dec-1993	Hibbing	Minnesota	Express Airlines - Northwest Airlink	18	18
3-Dec-1993	"Tuktoyaktuk , NWT"	Canada	Arctic Wings & Rotors	7	7
9-Dec-1993	Off Dakar	Senegal	Air Senegal / Gambia Airways	3	3
13-Dec-1993	Phonesavanh	Laos	Lao Aviation	18	18
15-Dec-1993	Near Naga	Philippines	Military - Philippine Air Force	29	29
15-Dec-1993	Santa Ana	California	Air Taxi - Martin Aviation LP	5	5
26-Dec-1993	Gyumri	Armenia	Kuban Airlines	36	36
3-Jan-1994	"Near Mamony , Siberia"	Russia	Baikal Air	124	124
5-Jan-1994	Okeechobee	Florida	Kimura International	10	10
7-Jan-1994	Columbus	Ohio	Atlantic Coast Airlines (United Express)	5	8
18-Jan-1994	Kinshasa	Democratic Republic Congo	Scibe Airlift Cargo Zaire	2	2
24-Feb-1994	Nalchik	Russia	North Western Air Transport	13	13
25-Feb-1994	Near Carpish	Peru	Expresso A�reo	31	31
25-Feb-1994	East Midlands	England	British World Airways	1	2
2-Mar-1994	New York	New York	Continental Airlines	0	116
8-Mar-1994	New Delhi	India	Sahara	4	4
9-Mar-1994	Near Tamworth	Australia	Jetcraft	1	1
14-Mar-1994	Off Malindi	Kenya	Military - U.S. Air Force	8	8
17-Mar-1994		Near Nag	Military - Iranian Air Force	32	32
18-Mar-1994	Spokane	Washington	Salair	2	2
18-Mar-1994	Key West	Florida	Chalk's International Airlines	2	2
21-Mar-1994	Weipa	Australia	Aurukun Air Services	6	6
23-Mar-1994	Near Bogota	Colombia	Orion - Air Taxi	4	4
23-Mar-1994	Near Fayetteville	North Carolina	Military - U.S. Air Force / Military U.S. Air Force	0	7
23-Mar-1994	Near Mezhdurechensk	Russia	Aeroflot Russian International Airways	75	75
3-Apr-1994	Lamoille	Nevada	Air Taxi - El Aero Services Inc.	5	5
4-Apr-1994	Amsterdam	Netherlands	KLM Cityhopper	3	24
6-Apr-1994	Ambato	Ecuador	TAME	17	17
6-Apr-1994	Kigali	Rwanda	Rwanda Government	12	12
14-Apr-1994		Northern Iraq	Military - U.S. Army / Military U.S. Army	26	26
25-Apr-1994	Nanga Pinoh	Indonesia	Dirgantara Air Services	11	11
26-Apr-1994	"Near Komaki , Aichi"	Japan	China Airlines (Taiwan)	264	271
27-Apr-1994	Stratford	Connecticut	Action Airlines	8	9
29-Apr-1994	Near El Rosa	Colombia	Lineas Aereas de los Libertadores	8	9
7-May-1994	Sao Gabriel	Brazil	Rico Taxi Aero	8	16
23-May-1994	Loma Linda	Colombia	Arall	4	11
28-May-1994	Near Villavicencio	Colombia	Transoriente Colombia	7	29
2-Jun-1994	Near Campbeltown	Scotland	Military - Royal Air Force	29	29
6-Jun-1994	Near Xi'an	China	China Northwest Airlines	160	160
13-Jun-1994	Near Uruapan	Mexico	Aerolineas Cuahonte	9	9
18-Jun-1994	Mt.  Kalora	Indonesia	Merpati Nusantara Airlines	12	12
18-Jun-1994	Chantilly	Virginia	TAESA	12	12
22-Jun-1994	Jeneau	Alaska	Air Taxi - Sun Western Flyers Inc.	9	10
26-Jun-1994	Abidjan	Ivory Coast	Air Ivorie	17	17
29-Jun-1994	Near Logar	Afghanistan	Military - Dostum-Galboddin Militia	50	70
30-Jun-1994	Toulouse-Blagnac	France	Airbus Industrie	7	7
1-Jul-1994	Near Tidjika	Mauritania	Air Mauritanie	80	93
2-Jul-1994	Charlotte	North Carolina	USAir	37	57
11-Jul-1994	Portage Creek	Alaska	Air Taxi - Peninsula Airways	3	5
14-Jul-1994	Hanalei	Hawaii	Air Taxi - Papillion Helicopters Ltd.	3	7
17-Jul-1994	Boma	Democratic Republic Congo	Sankuru Air Service	5	9
17-Jul-1994	Near Fort de France	Martinique	Air Martinique	6	6
19-Jul-1994	Colon	Panama	Alas Chiricanas	21	21
26-Jul-1994	East Kalimantan	Indonesia	Airfast Services	18	18
5-Aug-1994	Near Boda	Russia	Military - Russian Air Force	47	47
7-Aug-1994	Kodiak	Alaska	Air Taxi - Uyak Air Services Inc.	6	7
10-Aug-1994	Cheju	South Korea	Korean Airlines	0	160
11-Aug-1994	Alsworth	Alaska	Air Taxi - Talon Air Services Inc.	3	3
12-Aug-1994	Whiting	New Jersey	Air Taxi - National Helicopters	3	3
14-Aug-1994	Kenai	Alaska	Air Taxi - Lake Clark Air Inc.	3	4
21-Aug-1994	Near Agadir	Morocco	Royal Air Maroc	44	44
8-Sep-1994	Near Aliquippa	Pennsylvania	USAir	132	132
13-Sep-1994	Near Abuja	Nigeria	Aerocontroctors - Charter	3	5
17-Sep-1994	Fish Egg Inlet	Canada	Pacific Coastal Airlines	3	4
18-Sep-1994	Tamanrasset	Algeria	Oriental Airlines	5	39
23-Sep-1994	Kowloon Bay	Hong Kong	Heavylift Cargo Airlines	6	12
26-Sep-1994	Near Vanavera	Russia	Cheremshanka Airlines	28	28
28-Sep-1994	Bahia Negra	Paraguay	TAM Paraguay	1	27
29-Sep-1994	Buenos Aires	Brazil	Radeair	8	9
30-Sep-1994	Chaibukha	Russia	Arsenyev Aviation Production Association	8	20
2-Oct-1994	"Off Lord Howe Island , NWSW"	Australia	Seaview Aviation	9	9
8-Oct-1994	Mitu	Colombia	SELVA	10	10
12-Oct-1994	"Krakas Mountains , near Natanz"	Iran	Iran Asseman Airlines	66	66
14-Oct-1994	Near Formoso do Aragala	Brazil	Military - Brazilian Air Force	21	21
26-Oct-1994	Near Cuito	Angola	Military - Angolan Air Force	22	22
29-Oct-1994	Near Ust'-Ilimsk	Russia	Aeronica	23	23
29-Oct-1994	Batagaj	Russia	Yakutavia	7	19
31-Oct-1994	Roselawn	Indiana	American Eagle	68	68
1-Nov-1994	Off Cozumel	Mexico	Transportes Aereos Pegaso	14	14
4-Nov-1994	Near Nabire	Indonesia	Trigana Air Service	4	4
5-Nov-1994	Saposa	Peru	SA Amazonica	6	30
16-Nov-1994	Avenal	California	Ameriflight	1	1
22-Nov-1994		Papua New Guinea	Southwest Air	7	7
22-Nov-1994	Bridgeton	Missouri	Trans World Airlines / Private	2	142
25-Nov-1994	Near Cuito	Angola	Military - Angolan Air Force	22	22
10-Dec-1994		Pacific Ocean	Philippine Air Lines	1	293
10-Dec-1994	Elim	Alaska	Air Taxi - Ryan Air Service	5	5
13-Dec-1994	Morrisville	North Carolina	American Eagle	15	20
15-Dec-1994	Lobito	Angola	SL Aviation Services	2	2
17-Dec-1994	Cerro Aicha	Venezuela	Servivensa	7	9
17-Dec-1994	Papua	New Guinea	Missionary Aviation Fellowship	28	28
21-Dec-1994	Coventry	England	Phoenix Aviation	5	5
26-Dec-1994	Algiers Airport	Algeria	Air France	3	239
29-Dec-1994	Near Van	Turkey	Turkish Airlines (THY)	57	76
5-Jan-1995	Isfahan	Iran	Military - Iranian Air Force	12	12
10-Jan-1995	Off Flores Island	Inodnesia	Merpati Nusantara Airlines	14	14
11-Jan-1995	Flagstaff	Arizona	Empire Airlines	1	1
11-Jan-1995	Cartagena	Colombia	Intercontinental de Aviacion	51	52
11-Jan-1995	"Masset , British Columbia"	Canada	Canada Jet Charters	5	5
12-Jan-1995	Pleasanton	California	West Air	1	1
14-Jan-1995	Blyn	Washington	Air Taxi - Coastal Airways Inc.	3	4
14-Jan-1995	Los Angeles	California	Air Taxi - Wolfe Air Aviation Ltd.	2	4
17-Jan-1995	Kathmandu	Nepal	Royal Nepal Airlines	2	24
20-Jan-1995	Le Bourget	France	Leadair - Charter	10	10
20-Jan-1995	Near Krasnoyarsk	Russia	Abakan Airlines	3	19
30-Jan-1995	Kuei Shan Hsiang	Taiwan	Transasia Airways	4	4
13-Feb-1995	Near Tusayan	Arizona	Las Vegas Airlines	8	10
16-Feb-1995	Kansas City	Missouri	ATI	3	3
16-Mar-1995	Ossora	Russia	Aeroflot	9	10
22-Mar-1995	Reno	Nevada	Union Flights	1	1
29-Mar-1995	Near Hamilton	New Zealand	Kiwi West Aviation	6	6
31-Mar-1995	Near Balotesti	Romania	Transporturile Aeriene Romane (TAROM)	60	60
17-Apr-1995	Near Alexander City	Alabama	Military - U.S. Air Force	8	8
23-Apr-1995	Lagos	Nigeria	Bristow Helicopters	1	9
27-Apr-1995	Alice Springs	Australia	IAI 1124 Westwind	3	3
29-Apr-1995	Near Palaly AFB	Sri Lanka	Military - Sri Lanka Air Force	52	52
1-May-1995	"Sioux Falls , Ontario"	Canada	Bearskin Airlines / Air Sandy	8	8
3-May-1995	Quito	Ecuador	American Jet	7	7
9-May-1995	Cerro San Jeronimo	Colombia	ADES Colombia	9	9
13-May-1995	Near Boise	Idaho	Military - U.S. Air Force	6	6
24-May-1995	Near Leeds	England	Knight Air	12	12
25-May-1995	Miraflores	Colombia	LACOL	2	11
29-May-1995	Off Mbour	Senegal	Senegalair	6	10
8-Jun-1995	Atlanta	Georgia	ValuJet	0	62
9-Jun-1995	Near Palmerston North	New Zealand	Ansett New Zealand	5	21
14-Jun-1995	Volgograd	Russia	Volga Air	12	12
16-Jun-1995	Herputchi	Russia	Aeroflot	13	14
17-Jun-1995	Near Cuvela	Angola	Military - Angolan Air Force	48	48
24-Jun-1995	Lagos	Nigeria	Harka Air Services	16	80
27-Jun-1995	La Romana	Dominican Republic	Salair	2	2
30-Jun-1995	Kodiak	Alaska	Air Taxi - Island Air Service	4	4
1-Jul-1995	Kiunga	Papua New Guinea	Garamut Aviation	3	3
7-Jul-1995	Haines	Alaska	Air Taxi - Lab Flying Service Inc.	6	6
12-Jul-1995	Gumey	Papua New Guinea	Milne Bay Air	15	15
17-Jul-1995	Bintuni	Indonesia	Merpati Nusantara Airlines	1	18
18-Jul-1995	Near Antananivo	Madagascar	Military - Madagascar Air Force	34	34
25-Jul-1995	Near Karamui	Papua New Guinea	Transniugini Airways	2	2
2-Aug-1995	Johannesburg	South Africa	Aero Air	3	3
9-Aug-1995	"Mt. Chichontepec , San Vincente"	El Salvador	Aviateca	65	65
9-Aug-1995	Near Kaimana	Indonesia	Bourag Indonesia Airlines	10	10
14-Aug-1995	Nevada del Huila	Colombia	AIRES Colombia	10	10
21-Aug-1995	Near Carrollton	Georgia	Atlantic Southeast Airlines	10	29
1-Sep-1995	Near Farewell	Alaska	North Star Air Cargo	1	1
2-Sep-1995	"Toronto , Ontario"	Canada	Military - Royal Air Force	7	7
2-Sep-1995	Beaver Dam	Arizona	Adventure Airlines	8	8
9-Sep-1995	Near La Macarena	Colombia	SAETA	21	22
11-Sep-1995	Jalalabad	Afghanistan	Ariana Afghan Airlines	3	51
12-Sep-1995	Off Colombo	Sri Lanka	Military - Sri Lanka Air Force	81	81
13-Sep-1995	Marsh Harbour	Bahamas	Bimini Air Charter Inc.	5	9
15-Sep-1995	Tawau	Malaysia	Malaysia Airlines	34	53
16-Sep-1995	Tamworth	Australia	Tamair	2	3
21-Sep-1995	Near Moron	Mongolia	MIAT - Mongolian Airlines	42	43
22-Sep-1995	Anchorage	Alaska	Military - U.S. Air Force	24	24
24-Sep-1995	Sterligov Cape	Russia	Norilsk Flight Company	15	15
27-Sep-1995	"Campbell River , British Columbia"	Canada	Western Straits Air	8	10
3-Oct-1995	Gunung Antara	Indonesia	Sabang Merauke Raya Air Charter	1	14
4-Oct-1995	Barskoon	Kirghizia	Kirghizia Aba Zaoldoru	15	15
10-Oct-1995	Bayfield	Colorado	Air Taxi - Durango Air Service	3	3
22-Oct-1995	Papua	New Guinea	Islands Nationair	13	13
31-Oct-1995	Near Piedras Negras	Mexico	TACSA	9	11
9-Nov-1995	Near Luyaba	Argentina	Military - Argentine Air Force	53	53
13-Nov-1995	Kaduna	Nigeria	Nigeria Airways	9	137
22-Nov-1995	Off Jaffna Peninsula	Sri Lanka	Military - Sri Lanka Air Force	63	63
29-Nov-1995	Off Labuan	Malaysia	Sabah Air	10	10
30-Nov-1995	Baku	Azerbaijan	Azerbaijan Airlines	2	6
3-Dec-1995	Near Douala	Cameroon	Cameroon Airlines	72	78
5-Dec-1995	"Near Nakhichevan , Azerbaijan"	Russia	Azerbaijani Airlines	54	82
7-Dec-1995	Near Grossevichi	Russia	Far East Aviation	98	98
8-Dec-1995	Near Belle Anse	Haiti	Air St. Martin	20	20
13-Dec-1995	Verona  - Villafranca	Italy	Romanian Banat Air	49	49
18-Dec-1995	Cahungula	Angola	Trans Service Airlift	141	144
20-Dec-1995	"Near Buga , Valle del Cauca"	Colombia	American Airlines	160	164
22-Dec-1995	Bagasin	Papua New Guinea	Island Airways	2	12
8-Jan-1996	Kinshasa	Zaire	African Air	2	6
8-Jan-1996	Off Bridgetown	Barbados	Mustique Airways	1	10
18-Jan-1996	Near Kano	Nigeria	Military - Nigerian Air Force	14	14
22-Jan-1996	Off Point Pedro	Sri Lanka	Military - Sri Lanka Air Force	39	39
29-Jan-1996	Near Blenheim	New Zealand	Soundsair	5	6
4-Feb-1996	Asuncion	Paraguay	Lineas Aereas del Caribe	4	4
5-Feb-1996	St. Johns	Arizona	Business Air Connection	4	4
6-Feb-1996	Off Puerto Plata	Domincan Republic	"Alas Nacionales, leased from Birgen Air"	189	189
6-Feb-1996	Near Ensenada	Mexico	A�rotaxi Cachanilla	8	8
11-Feb-1996	Near Kandahar	Afghanistan	Military - Taliban Militia	20	20
12-Feb-1996	Port-au-Prince	Hati	Hati Express	11	15
16-Feb-1996	El Zapotal	Guatemala	AVCOM	2	2
19-Feb-1996	Salzburg	Austria	Private Wings	10	10
26-Feb-1996	Near Jabal Awliya	Sudan	Military - Sudanese Air Force	91	91
27-Feb-1996	Near Lukapa	Angola	Aero Tropical	8	8
29-Feb-1996	Arequipa	Peru	Compania de Aviacion Faucett SA (Peru)	123	123
2-Mar-1996	Sao Paulo	Brazil	Madrid Taxi A�reo - Charter	9	9
9-Mar-1996	Near Mesones Muro	Peru	Military - Peruvian Army Aviation	23	23
12-Mar-1996	Karabogazgol Bay	Turkmenistan	Akhal Air	12	12
13-Mar-1996	Near Punto Fijo	Venezuela	Avia Air Aruba	8	8
17-Mar-1996	Key West	Florida	Key West Sea Plane Service - Air Taxi	5	5
3-Apr-1996	Near Dubrovnik	Croatia	Military - U.S. Air Force	35	35
5-Apr-1996	Near Petropavlovsk	Russia	Krasnoyarskie Avialinii	20	20
5-Apr-1996	Off Matsu Island	Taiwan	Formosa Airlines	6	17
11-Apr-1996	Cheyenne	Wyoming	Private	3	3
3-May-1996	Near Haj Yousif	Sudan	Federal Airlines	53	53
9-May-1996	"Near Terrace , British Columbia"	Canada	Buffalo Narrows Airways	2	2
10-May-1996	Otaez	Mexico	Aeroservicios Empresariales de Durango	16	19
11-May-1996	"Everglades , Miami"	Florida	ValuJet	110	110
11-May-1996	Oumba	Papua New Guinea	Milne Bay Air	1	10
19-May-1996	Griesta	United Kingdom	Loganair	3	3
6-Jun-1996	Kinshasa	Democratic Republic Congo	Hoseba	10	10
9-Jun-1996	Rasht	Iran	Iran Air	7	7
12-Jun-1996	Near Rollingstone	Queensland  Australia	Military - Australian Army Aviation	18	28
13-Jun-1996	Fukuoka	Japan	Garuda Indonesia Airlines	3	275
21-Jun-1996	Shanghai	China	China Flying Dragon Aviation (Feilong Airlines)	2	12
6-Jul-1996	Pensacola	Florida	Delta Air Lines	2	142
9-Jul-1996	Papua	New Guinea	Milne Bay Air	20	20
11-Jul-1996	Near Kanda	India	Archana Airlines	9	9
15-Jul-1996	Near Eindhoven	The Netherlands	Military - Belgian Air Force	34	41
17-Jul-1996	Off East Moriches	New York	Trans World Airlines	230	230
17-Jul-1996	Near Playa del Carmen	Mexico	Aerolatino (Aerocaribe)	1	18
20-Jul-1996	Russian Mission	Alaska	Northern Air Cargo	4	4
24-Jul-1996	Near Mergui	Manmar	Myanmar Airways	8	49
12-Aug-1996	Markham Bay	Canada	First Air	2	2
14-Aug-1996	"Near Bronson Creek , British Columbia"	Canada	Air North	1	3
17-Aug-1996	Near Jackson Hole	Wyoming	Military - U.S. Air Force	9	9
18-Aug-1996	"Near Alliford Bay , British Columbia"	Canada2	Harbour Air	3	3
19-Aug-1996	Belgrade	Yugosalvia	Spair Air Transport	12	12
29-Aug-1996	Near Longyearbyen	Norway	Vnokovo Airlines	141	141
13-Sep-1996	Joinville	Brazil	Helisul Taxi A�reo	2	2
23-Sep-1996	Anchorage	Alaska	Air Taxi - Stearns Air Alaska	3	5
25-Sep-1996	Waddenzee	Netherlands	Dutch Dakota Association	32	32
2-Oct-1996	Off Pasamayo	Peru	Aeroperu	70	70
3-Oct-1996	Kahemba	Congo	Malu Aviation	6	21
6-Oct-1996	Lukapa	Angola	Savanair	6	19
8-Oct-1996	San Francesco al Campo	Italy	Aeroflot	2	23
13-Oct-1996	Ketchikan	Alaska	Air Taxi - Seaside Air Service	3	3
20-Oct-1996	"Eel River Crossing , New Brunswick"	Canada	Telford Aviation	8	8
22-Oct-1996	Manta	Ecuador	Million Air	4	4
26-Oct-1996	Khanty	Russia	Tyumen Aviatrans	5	34
31-Oct-1996	Sao Paolo	Brazil	TAM (Brazil)	95	95
1-Nov-1996	Near Tikal	Guatemala	Transported Areos Profesionales - TAPSA	16	16
7-Nov-1996	Aubusson	France	Jetcom S.A.	8	8
7-Nov-1996	Lagos	Nigeria	Aviation Development Corporation	143	143
12-Nov-1996	Near Charkhi Dadri	India	Saudi Arabian Airlines / Kazakhstan Airlines	349	349
13-Nov-1996	Ngong	Kenya	Kismayo Airlines	8	8
14-Nov-1996	Bolcha�a Pyssa	Russia	Komi Avia	14	15
19-Nov-1996	Quincy	Illinois	United Express  / Private	14	14
22-Nov-1996	Off Cape Mendocino	CA	Military - U.S. Air Force	10	11
23-Nov-1996	Off Mitsamiouli	Comoros	Ethiopian Airlines	127	175
26-Nov-1996	Bethel	Arkansas	Arctic Transportation Services	1	1
27-Nov-1996	"Abakan , Siberia"	Russia	Military - Russian Air Force	23	23
30-Nov-1996	Medellin	Colombia	ACES Colombia	14	15
7-Dec-1996	Banjarmasin	Indonesia	Dirgantara Air Services	16	17
9-Dec-1996	Boise	Idaho	Emery Worldwide	2	2
17-Dec-1996	Tver	Russia	Military - Russian Air Force	18	18
21-Dec-1996	Rio Negro	Colombia	SELVA	4	4
22-Dec-1996	Narrows	Virginia	Airborne Express	6	6
24-Dec-1996	Near Nellore	India	Military - Indian Air Force	22	22
24-Dec-1996	Dorchester	New Hampshire	Aircraft Charter Group Inc	2	2
2-Jan-1997	Edenton	North Carolina	Tar Heel Aviation	2	2
7-Jan-1997	Near Moamoa	Samoa	Polynesian Airlines	3	5
9-Jan-1997	Near Monroe	Michigan	Comair	29	29
29-Jan-1997	Sparrevohn	Alaska	Southcentral Air	1	2
31-Jan-1997	Yola	Nigeria	Skypower Express Airways	5	16
1-Feb-1997	Tambacoumba	Senegal	Air Senegal	25	52
2-Feb-1997	Near Quiangala	Angola	Force Area Populaire de Angola	37	37
4-Feb-1997		Northern Israel	Military - Israel Air Force /Military -  Israel Air Force	73	73
14-Feb-1997	Carajas	Brazil	Varig	1	52
19-Feb-1997	Guatemala City	Guatemala	Transpolar	5	5
4-Mar-1997	"Lake Simcoe , Ontario"	Canada	Air Georgian	1	1
7-Mar-1997	Medellin	Colombia	Air Pereira	4	4
12-Mar-1997	Lucapa	Angola	ALADA	16	16
13-Mar-1997	Near Mashhad	Iran	Military - Iranian Air Force	88	88
18-Mar-1997	Cherkessk	Russia	Stavropol Airlines	50	50
